Atleta,Equipe Janela Análise,Posição,Liga,Participação,Defesa,Construção,Ataque,Último passe,Ameaça Ofensiva,Drible,Participação_percentil,Defesa_percentil,Construção_percentil,Ataque_percentil,Último passe_percentil,Ameaça ofensiva_percentil,Drible_percentil
A. Alibekov,Epitsentr Dunayivtsi,MEIO-CAMPO,UKR,-0.16,0.21,1.4,-0.63,-1.69,-2.23,-0.35,53,58,84,39,11,6,45
H. Ilić,Kryvbas KR,MEIO-CAMPO,UKR,-1.09,-0.76,2.36,0.98,0.12,0.76,-0.37,31,39,90,84,63,69,42
V. Shepelev,Dynamo Kyiv,MEIO-CAMPO,UKR,0.67,-0.85,-0.91,1.22,1.4,-0.53,1.71,68,35,35,89,85,48,95
B. Kushnirenko,Polissya,MEIO-CAMPO,UKR,0.8,1.97,-1.06,-1.1,0.33,2.1,-0.24,74,81,27,24,69,87,48
A. Mylchenko,Valmiera FC,MEIO-CAMPO,UKR,-0.2,0.04,-0.68,-0.76,-1.72,-1.27,0.74,50,53,44,29,10,27,76
T. Moroz,Obolon,MEIO-CAMPO,UKR,-0.69,2.13,-1.44,-1.59,-1.82,-1.98,-1.16,37,84,15,6,6,13,10
D. Pidgurskyi,Rukh Lviv,MEIO-CAMPO,UKR,0.71,2.79,-1.46,-1.63,-1.45,-1.43,-1.3,69,95,13,5,23,26,3
D. Bizimana,Kryvbas KR,MEIO-CAMPO,UKR,1.54,1.67,0.5,-0.66,-1.28,-1.62,0.02,85,79,68,37,26,19,60
R. Kapič,Lechia Gdańsk,MEIO-CAMPO,UKR,0.0,-1.69,2.84,2.22,1.75,2.18,1.24,56,18,94,94,90,90,85
O. Andrievskyi,Dynamo Kyiv,MEIO-CAMPO,UKR,2.72,0.91,2.84,4.11,0.74,0.75,-0.71,98,69,95,95,79,68,31
M. Tatarkov,Kryvbas KR,MEIO-CAMPO,UKR,-0.18,-0.48,-1.14,-0.6,0.61,-0.18,0.37,52,45,24,42,76,56,73
S. Sydorchuk,Westerlo,MEIO-CAMPO,UKR,3.64,0.37,3.39,1.71,-0.89,-0.94,1.69,100,63,97,90,37,34,94
S. Rybalka,LNZ Cherkasy,MEIO-CAMPO,UKR,0.91,0.37,0.66,-0.44,0.3,-2.25,0.32,77,61,71,50,68,5,69
V. Tankovskyi,Polissya,MEIO-CAMPO,UKR,2.24,2.1,0.88,0.06,0.02,-1.72,0.18,95,82,77,66,60,18,65
A. Ralyuchenko,Minaj,MEIO-CAMPO,UKR,-0.58,1.53,-2.1,-1.82,-1.77,-2.02,-1.17,44,77,5,3,8,10,8
T. Stepanenko,Shakhtar Donetsk,MEIO-CAMPO,UKR,0.66,-0.35,0.55,-0.25,-0.63,-0.5,-1.2,66,50,69,58,42,50,6
K. Sigeev,Oleksandria,MEIO-CAMPO,UKR,0.76,-0.67,-0.51,-0.81,-1.27,-1.11,-1.07,71,42,50,27,27,31,15
V. Rubchynskyi,Dnipro-1,MEIO-CAMPO,UKR,1.98,1.31,-0.3,-0.29,0.45,-0.58,0.78,90,76,56,56,73,45,77
V. Brazhko,Dynamo Kyiv,MEIO-CAMPO,UKR,2.02,2.89,2.61,1.21,-0.24,1.61,-0.06,92,97,92,87,52,81,56
R. Babenko,Dnipro-1,MEIO-CAMPO,UKR,2.35,2.27,1.66,-0.17,-0.99,-1.91,-0.97,97,92,87,60,35,15,19
A. Gabelok,Metalist 1925 Kharkiv,MEIO-CAMPO,UKR,-0.32,-1.71,-0.75,-1.14,-0.51,-2.0,-0.69,47,15,40,21,47,11,34
O. Vasylyev,Chornomorets,MEIO-CAMPO,UKR,1.86,2.16,0.09,-1.44,-1.62,-0.39,-1.08,89,89,63,8,15,52,13
O. Prytula,Rukh Lviv,MEIO-CAMPO,UKR,-1.57,-1.26,0.74,0.88,0.63,-0.64,-0.63,10,26,74,81,77,42,35
K. Prykhodko,Kryvbas KR,MEIO-CAMPO,UKR,-0.6,0.96,-0.37,-0.51,-1.64,1.68,-0.34,42,71,53,45,13,84,47
R. Chernenko,Obolon,MEIO-CAMPO,UKR,-1.43,-1.71,-0.31,-0.45,-0.2,-1.56,-1.14,15,16,55,48,53,23,11
S. Buletsa,Zagłębie Lubin,MEIO-CAMPO,UKR,-1.8,-2.61,1.04,1.99,5.15,1.83,0.41,5,6,79,92,98,85,74
S. Petko,Minaj,MEIO-CAMPO,UKR,-0.79,2.15,-2.2,-1.99,-1.84,-0.83,-1.43,34,85,3,2,3,35,2
Edson Fernando,Rukh Lviv,MEIO-CAMPO,UKR,0.9,2.21,0.7,0.13,-1.27,-1.22,0.36,76,90,73,68,29,29,71
I. Nesterenko,Vorskla,MEIO-CAMPO,UKR,-1.37,-0.38,-2.59,-1.02,-1.97,0.89,1.56,16,48,2,26,2,74,92
A. Tkachuk,Metalist 1925 Kharkiv,MEIO-CAMPO,UKR,-1.09,-0.75,-1.64,-1.32,-1.58,-2.28,-1.02,27,40,11,15,16,3,18
V. Klymenko,Karpaty,MEIO-CAMPO,UKR,0.2,2.66,-1.42,-1.22,-0.78,-2.07,-1.03,61,94,16,16,39,8,16
D. Klyots,Veres,MEIO-CAMPO,UKR,-0.97,-1.08,0.17,0.31,0.37,-0.68,-0.93,32,34,65,71,71,40,23
M. Mykhaylenko,Oleksandria,MEIO-CAMPO,UKR,0.12,-0.42,-0.97,-0.31,-1.35,-0.08,-0.44,58,47,32,55,24,60,39
J. Šporn,Chornomorets,MEIO-CAMPO,UKR,-0.64,-1.16,-1.91,-1.44,-0.26,-0.27,-0.21,40,29,8,10,50,55,52
V. Boyko,LNZ Cherkasy,MEIO-CAMPO,UKR,1.22,1.31,1.38,0.43,-1.15,-0.63,0.2,81,74,82,74,32,44,66
D. Myshnov,Zorya,MEIO-CAMPO,UKR,-1.26,-0.78,-0.79,-0.14,-0.11,-0.31,-0.71,21,37,39,61,56,53,32
A. Bogdanov,Kolos Kovalivka,MEIO-CAMPO,UKR,0.79,2.16,0.23,0.27,0.22,-2.28,-0.18,73,87,66,69,66,2,53
Y. Martynyuk,Metalist 1925 Kharkiv,MEIO-CAMPO,UKR,-0.23,0.88,-1.03,-1.4,-0.11,-1.55,0.07,48,68,31,13,55,24,61
B. Vachiberadze,Metalist 1925 Kharkiv,MEIO-CAMPO,UKR,-1.2,-1.24,-1.27,-1.16,-0.04,-0.77,-0.75,24,27,23,19,58,39,26
P. Orikhovskyi,Kolos Kovalivka,MEIO-CAMPO,UKR,-1.09,-1.38,-0.49,0.06,0.06,2.28,-0.07,29,23,52,65,61,92,55
V. Milko,Kolos Kovalivka,MEIO-CAMPO,UKR,-1.59,0.71,-0.92,-0.76,-0.99,0.33,-1.21,8,65,34,31,34,61,5
M. Sapuga,Rukh Lviv,MEIO-CAMPO,UKR,-0.14,0.05,1.83,1.17,-0.76,0.34,-0.73,55,55,89,85,40,63,29
A. Kukharuk,Veres,MEIO-CAMPO,UKR,1.79,2.91,1.55,4.16,0.16,-1.61,-0.36,87,98,85,97,65,21,44
A. Bondarenko,Shakhtar Donetsk,MEIO-CAMPO,UKR,2.18,-1.08,1.22,0.73,2.79,3.61,1.18,94,32,81,77,94,98,84
O. Demchenko,Kolos Kovalivka,MEIO-CAMPO,UKR,-1.34,-1.12,-1.41,-0.71,-0.33,0.7,-0.46,18,31,18,34,48,66,37
H. Sudakov,Shakhtar Donetsk,MEIO-CAMPO,UKR,1.51,-2.24,5.2,4.25,3.31,2.84,3.01,84,10,98,98,95,95,100
O. Sklyar,Vorskla,MEIO-CAMPO,UKR,-0.36,-0.11,-0.23,-0.73,1.67,1.5,-0.79,45,52,58,32,87,77,24
A. Chelyadin,Vorskla,MEIO-CAMPO,UKR,1.01,1.02,-0.73,-0.4,-1.55,-0.54,-0.03,79,73,42,52,18,47,58
V. Kucherov,Veres,MEIO-CAMPO,UKR,0.15,0.34,0.82,-0.46,-1.16,-0.99,-0.73,60,60,76,47,31,32,27
V. Vitenchuk,Minaj,MEIO-CAMPO,UKR,-1.25,0.19,-1.32,-1.42,-1.82,-0.8,0.24,23,56,21,11,5,37,68
V. Yurchenko,Vorskla,MEIO-CAMPO,UKR,-1.75,-2.82,-0.17,-0.54,-0.51,0.36,-0.96,6,3,60,44,45,65,21
M. Lunyov,Kryvbas KR,MEIO-CAMPO,UKR,-0.7,-0.65,-2.0,-0.7,-0.54,2.66,2.15,35,44,6,35,44,94,98
O. Belyaev,Oleksandria,MEIO-CAMPO,UKR,-1.31,-1.83,-0.82,0.41,0.78,-0.1,1.47,19,13,37,73,81,58,90
D. Oliynyk,LNZ Cherkasy,MEIO-CAMPO,UKR,-1.11,-1.57,-1.41,-0.61,1.09,1.68,1.95,26,21,19,40,84,82,97
S. Sharay,Veres,MEIO-CAMPO,UKR,-2.35,-2.17,-0.63,-0.4,0.53,2.13,-0.42,2,11,47,53,74,89,40
E. Mustafaev,Polissya,MEIO-CAMPO,UKR,-1.5,-1.37,-1.9,-0.01,1.71,2.85,0.82,11,24,10,63,89,97,79
Talles,Rukh Lviv,MEIO-CAMPO,UKR,-0.67,-1.58,-0.58,0.86,0.96,1.26,0.12,39,19,48,79,82,76,63
V. Buyalskyi,Dynamo Kyiv,MEIO-CAMPO,UKR,-2.33,-2.54,0.05,0.48,7.03,6.24,0.9,3,8,61,76,100,100,82
O. Kuzyk,Chornomorets,MEIO-CAMPO,UKR,-1.47,-2.95,-1.03,0.92,1.94,0.8,1.45,13,2,29,82,92,73,89
O. Pikhalyonok,Dnipro-1,MEIO-CAMPO,UKR,0.3,-2.82,5.53,4.77,4.7,1.51,1.36,63,5,100,100,97,79,87
R. Saravia,Gimnasia La Plata,MEIO-CAMPO,URU,1.81,0.69,0.92,-0.7,0.5,0.8,0.04,94,72,80,31,70,77,61
L. de los Santos,Puebla,MEIO-CAMPO,URU,1.44,1.15,0.35,1.54,-0.79,-1.78,-0.49,91,77,66,88,39,14,42
P. Siles,Liverpool,MEIO-CAMPO,URU,1.01,-0.12,1.79,1.35,0.61,-2.32,-1.02,83,52,84,81,72,2,9
A. Vera,River Plate,MEIO-CAMPO,URU,1.13,-0.78,-1.04,0.29,2.14,0.67,2.66,86,33,33,67,92,72,100
A. Cabral,Racing,MEIO-CAMPO,URU,-1.2,-1.85,2.3,-0.34,-1.26,-1.35,-1.23,11,12,89,50,27,27,3
R. Núñez,Fénix,MEIO-CAMPO,URU,-0.98,0.97,0.25,-1.14,-0.89,-0.33,-0.46,20,75,62,20,36,50,44
J. Coronel,Cerro,MEIO-CAMPO,URU,0.77,1.93,-1.71,-1.52,-2.17,-1.76,-0.87,77,89,12,14,3,16,22
N. Bertocchi,Fénix,MEIO-CAMPO,URU,-0.07,3.17,-0.93,-1.28,-2.12,-0.76,-0.99,52,98,36,16,6,39,11
Y. Rodríguez,Nacional,MEIO-CAMPO,URU,2.71,3.13,0.07,-0.67,-1.08,2.13,1.27,98,97,53,36,34,89,86
D. García,Peñarol,MEIO-CAMPO,URU,-0.3,-0.07,-1.33,-0.83,-1.8,-2.12,-0.98,42,53,20,28,12,5,16
J. Millán,Danubio,MEIO-CAMPO,URU,-0.11,0.61,-1.68,-1.7,-1.74,-0.84,-1.22,50,70,16,11,17,36,5
S. Cristóforo,Peñarol,MEIO-CAMPO,URU,2.53,4.01,0.14,-0.36,-0.35,0.05,0.16,97,100,56,48,45,58,64
L. Lemos,Racing,MEIO-CAMPO,URU,-0.71,-1.75,-0.3,-0.52,-1.18,-1.55,-0.55,31,14,44,44,30,20,33
M. Barrios,Liverpool,MEIO-CAMPO,URU,-0.26,-0.22,-0.28,-0.24,-2.28,-0.52,-0.69,44,48,48,52,2,45,30
T. Galletto,Cerro Largo,MEIO-CAMPO,URU,-2.14,-1.28,-1.7,-1.88,-1.26,0.11,-0.98,3,22,14,8,28,61,14
G. Freitas,Defensor Sporting,MEIO-CAMPO,URU,0.99,2.51,-0.59,-1.15,-2.1,0.08,-0.98,81,94,41,19,8,59,12
E. Sosa,Boston River,MEIO-CAMPO,URU,0.15,0.31,-2.21,-2.04,-1.86,-1.83,-0.97,56,66,8,3,11,11,17
N. Fonseca,Wanderers,MEIO-CAMPO,URU,2.75,1.81,2.88,2.36,0.47,-2.11,-0.74,100,88,95,92,67,6,27
F. Cerro,Wanderers,MEIO-CAMPO,URU,0.57,-0.05,2.87,1.09,0.38,-1.64,-0.7,69,55,94,78,66,19,28
S. Marcel,Fénix,MEIO-CAMPO,URU,0.29,1.46,0.3,0.03,-0.62,-0.28,-0.33,62,83,64,61,42,53,49
S. Cartagena,Deportivo Maldonado,MEIO-CAMPO,URU,1.76,0.51,0.03,0.85,-1.37,-1.32,-0.28,92,69,52,73,23,30,52
M. Montiel,Nacional,MEIO-CAMPO,URU,0.74,0.11,-0.42,-1.95,-1.73,1.98,-0.36,73,62,42,5,19,84,47
I. Sosa,Peñarol,MEIO-CAMPO,URU,1.08,-0.25,3.13,1.52,1.54,-0.29,2.38,84,45,97,84,88,52,97
M. De Los Santos,La Luz,MEIO-CAMPO,URU,-1.93,-1.14,-1.26,-1.22,0.21,-1.46,-0.22,6,25,25,17,62,22,55
H. Pereira,Cerro Largo,MEIO-CAMPO,URU,-0.14,-0.76,0.8,1.13,1.46,-2.05,-0.53,48,34,78,80,83,8,34
A. Lima,Cerro Largo,MEIO-CAMPO,URU,-0.64,-0.68,0.53,-0.22,-1.16,-0.35,0.72,34,36,72,53,31,48,78
A. Pérez,Plaza Colonia,MEIO-CAMPO,URU,-0.7,0.91,-1.26,-1.09,-0.16,-0.39,-0.77,33,73,27,22,53,47,25
D. Villalba,Plaza Colonia,MEIO-CAMPO,URU,-1.08,1.46,-1.27,-0.7,-0.08,2.29,0.06,19,81,23,33,56,91,62
J. Trasante,River Plate,MEIO-CAMPO,URU,0.25,1.5,0.22,0.48,1.48,-1.06,1.73,59,84,61,70,84,31,94
