Atleta,Equipe Janela Análise,Posição,Liga,Participação,Defesa,Apoio,Ataque,Último passe,Drible,Participação_percentil,Defesa_percentil,Apoio_percentil,Ataque_percentil,ùltimo_passe_percentil,Drible_percentil
A. Aldrete,Pumas UNAM,LATERAL,MEX,-1.47,0.08,-0.5,-1.24,-0.84,-1.32,13.0,57.0,31.0,19.0,37.0,4.0
A. Oliveros,Necaxa,LATERAL,MEX,-2.99,-1.46,-1.24,-0.94,-1.07,-1.01,2.0,17.0,15.0,24.0,26.0,13.0
R. Huescas,Cruz Azul,LATERAL,MEX,-0.06,-0.71,0.4,0.98,3.98,-0.35,52.0,26.0,70.0,78.0,96.0,48.0
R. López,Santos Laguna,LATERAL,MEX,-2.09,-1.82,-0.33,1.04,0.06,0.07,6.0,13.0,44.0,80.0,65.0,65.0
L. Fuentes,América,LATERAL,MEX,0.57,-1.87,0.8,-0.06,-0.43,-0.84,70.0,9.0,78.0,59.0,54.0,24.0
C. Calderón,Guadalajara,LATERAL,MEX,-0.97,0.02,-1.36,-0.65,0.79,0.05,20.0,52.0,13.0,31.0,81.0,61.0
D. Barbosa,Club Tijuana,LATERAL,MEX,1.77,1.9,-0.39,-0.34,-0.92,0.9,87.0,93.0,39.0,41.0,33.0,81.0
O. Rodríguez,León,LATERAL,MEX,0.85,1.36,-1.11,-1.4,-1.32,-0.77,74.0,83.0,19.0,15.0,19.0,26.0
J. Abella,Atlas,LATERAL,MEX,-0.32,-0.63,-0.38,0.47,-0.53,-1.06,43.0,30.0,41.0,70.0,50.0,7.0
I. Moreno,León,LATERAL,MEX,-0.18,-0.05,0.3,-0.22,1.51,1.01,48.0,44.0,65.0,48.0,83.0,85.0
K. Álvarez,América,LATERAL,MEX,0.74,-0.52,1.45,0.46,0.6,0.12,72.0,31.0,91.0,69.0,76.0,67.0
L. Rodríguez,Juárez,LATERAL,MEX,0.86,-0.49,0.88,-0.32,-1.01,0.86,76.0,35.0,80.0,43.0,30.0,80.0
Gustavo Ferrareis,Puebla,LATERAL,MEX,-0.38,-1.68,0.13,-0.08,-1.01,0.02,41.0,15.0,59.0,57.0,31.0,59.0
B. García,Toluca,LATERAL,MEX,2.01,0.35,1.77,0.96,2.7,0.01,93.0,65.0,96.0,76.0,93.0,57.0
I. Rivero,Cruz Azul,LATERAL,MEX,1.19,-0.04,1.32,2.42,3.98,0.0,83.0,46.0,85.0,94.0,94.0,56.0
S. Medina,Monterrey,LATERAL,MEX,0.98,0.3,-0.46,-0.39,-0.73,-0.55,78.0,63.0,35.0,37.0,41.0,37.0
B. Angulo,Puebla,LATERAL,MEX,2.04,-0.29,3.3,0.31,2.28,2.22,94.0,39.0,100.0,65.0,89.0,98.0
M. Araújo,Toluca,LATERAL,MEX,0.46,-1.96,1.47,0.32,4.25,3.24,67.0,7.0,93.0,67.0,98.0,100.0
L. Reyes,Atlas,LATERAL,MEX,-0.4,1.17,-0.35,0.77,-0.06,-0.54,39.0,80.0,43.0,74.0,57.0,39.0
J. Gallardo,Monterrey,LATERAL,MEX,-0.14,-0.15,0.29,-0.25,2.35,0.85,50.0,43.0,63.0,46.0,91.0,78.0
J. Aquino,Tigres UANL,LATERAL,MEX,2.13,-0.73,2.33,0.7,0.25,1.33,96.0,24.0,98.0,72.0,69.0,93.0
J. Sanabria,Atlético de San Luis,LATERAL,MEX,0.09,0.07,-0.33,1.18,1.72,-0.37,54.0,56.0,46.0,81.0,87.0,46.0
A. Mozo,Guadalajara,LATERAL,MEX,1.0,1.83,0.66,2.43,0.06,1.91,80.0,89.0,76.0,96.0,63.0,96.0
R. Chávez,Atlético de San Luis,LATERAL,MEX,1.74,2.41,-0.03,1.19,0.66,0.19,85.0,96.0,56.0,83.0,80.0,70.0
J. Angulo,Tigres UANL,LATERAL,MEX,1.88,1.02,1.74,1.91,-0.01,-0.65,91.0,76.0,94.0,93.0,61.0,30.0
O. Campos,Santos Laguna,LATERAL,MEX,-0.71,1.19,-0.07,-1.5,-0.55,1.25,33.0,81.0,54.0,9.0,46.0,89.0
A. Núñez,Cerro Porteño U20,LATERAL,PAR,1.65,-0.13,0.78,-0.53,-0.93,1.69,87.0,39.0,76.0,39.0,39.0,96.0
L. Rivas,Cerro Porteño,LATERAL,PAR,-1.67,-4.35,-1.63,-0.72,-2.36,-0.49,13.0,2.0,13.0,33.0,4.0,41.0
E. Brítez,Guaireña,LATERAL,PAR,-0.39,2.92,-0.48,-1.17,-1.98,0.94,39.0,98.0,37.0,22.0,11.0,83.0
M. Benítez,Guaraní,LATERAL,PAR,1.41,0.99,0.71,-1.29,-1.98,0.61,85.0,83.0,72.0,20.0,13.0,72.0
A. Cantero,Guaraní,LATERAL,PAR,-0.02,-0.65,-1.53,-2.24,-2.7,1.68,54.0,30.0,20.0,7.0,2.0,93.0
A. Ruiz Díaz,Sportivo Trinidense,LATERAL,PAR,-1.52,-0.7,-0.83,0.68,2.05,-1.44,15.0,26.0,30.0,72.0,85.0,2.0
A. Espínola,Colón,LATERAL,PAR,2.7,1.87,2.15,1.7,3.81,0.1,98.0,91.0,91.0,93.0,98.0,61.0
A. Benítez,Cerro Porteño,LATERAL,PAR,-0.03,-2.32,1.91,-0.03,-0.95,0.35,52.0,9.0,89.0,50.0,37.0,63.0
F. Salomoni,Guaraní,LATERAL,PAR,0.73,0.35,-0.34,-0.45,0.02,0.67,74.0,59.0,41.0,43.0,57.0,74.0
V. Dávalos,Tacuary,LATERAL,PAR,-0.86,0.39,-1.8,-0.46,-1.28,-0.83,24.0,63.0,7.0,41.0,26.0,22.0
F. Franco,Sportivo Ameliano,LATERAL,PAR,-1.05,2.4,-0.53,0.96,1.36,-0.68,20.0,96.0,35.0,78.0,78.0,28.0
J. Moreira,Resistencia,LATERAL,PAR,0.66,-0.98,1.75,-0.7,1.03,1.04,72.0,24.0,87.0,35.0,74.0,87.0
Igor Ribeiro,Araz,LATERAL,PAR,-0.0,0.67,-0.94,-2.35,-2.12,-0.4,57.0,78.0,26.0,2.0,7.0,46.0
R. Cabrera,Nacional Asunción,LATERAL,PAR,-0.6,0.35,-0.17,-0.55,0.22,-0.42,33.0,61.0,48.0,37.0,61.0,43.0
E. Giménez,Cerro Porteño,LATERAL,PAR,2.06,0.22,0.1,0.29,4.78,0.51,93.0,50.0,59.0,57.0,100.0,70.0
R. Mazur,Temperley,LATERAL,PAR,0.19,3.66,-0.08,-2.19,-1.62,-1.32,63.0,100.0,57.0,9.0,20.0,9.0
T. Lezcano,General Caballero JLM,LATERAL,PAR,-0.63,1.47,-2.45,-1.47,-1.42,-1.34,28.0,87.0,2.0,17.0,24.0,4.0
A. Benítez,Resistencia,LATERAL,PAR,0.63,0.52,1.0,1.14,1.79,2.61,70.0,67.0,83.0,83.0,80.0,100.0
I. Ramírez,Libertad,LATERAL,PAR,2.25,0.29,2.66,3.38,2.44,1.31,96.0,54.0,98.0,98.0,96.0,89.0
R. Pedrozo,Tacuary,LATERAL,PAR,-3.11,-3.47,-0.87,-1.54,-1.18,-0.62,2.0,4.0,28.0,15.0,28.0,33.0
E. Cáceres,Guaireña,LATERAL,PAR,-2.99,-1.06,-1.73,-1.12,-0.26,-0.55,4.0,20.0,9.0,26.0,52.0,35.0
M. Mareco,General Caballero JLM,LATERAL,PAR,-0.92,-0.39,-1.57,-0.34,-1.0,-0.19,22.0,35.0,15.0,46.0,35.0,54.0
S. Arzamendia,Cerro Porteño,LATERAL,PAR,1.19,0.68,0.9,0.57,0.62,-0.02,83.0,80.0,78.0,67.0,70.0,57.0
E. Duarte,Sportivo Luqueño,LATERAL,PAR,-0.08,-0.66,1.4,0.7,-0.63,0.43,50.0,28.0,85.0,74.0,41.0,65.0
V. Salazar,Olimpia,LATERAL,PAR,1.78,0.59,-0.08,1.26,0.55,0.78,91.0,72.0,54.0,87.0,67.0,80.0
J. González,Sportivo Ameliano,LATERAL,PAR,-0.6,-0.37,-1.54,-2.29,-1.77,-1.32,30.0,37.0,17.0,4.0,17.0,11.0
A. Fernández,Tacuary,LATERAL,PAR,-0.65,-0.09,-0.38,-1.54,-1.88,0.75,26.0,41.0,39.0,13.0,15.0,78.0
G. Báez,Nacional,LATERAL,PAR,0.57,-1.3,0.13,-0.75,-0.47,-0.81,67.0,17.0,61.0,28.0,48.0,24.0
L. de La Cruz,Sportivo Trinidense,LATERAL,PAR,3.52,2.31,3.06,4.15,2.2,-0.01,100.0,93.0,100.0,100.0,91.0,59.0
C. Espínola,Nacional Asunción,LATERAL,PAR,0.91,-0.07,2.41,2.38,2.19,-0.51,80.0,43.0,96.0,96.0,89.0,39.0
J. Jiménez,Sportivo Luqueño,LATERAL,PAR,0.12,0.54,-0.15,0.22,-1.13,-0.63,61.0,70.0,52.0,54.0,33.0,30.0
A. Giménez,Guaireña,LATERAL,PAR,-1.06,0.44,-1.95,-1.91,-2.02,-1.1,17.0,65.0,4.0,11.0,9.0,15.0
A. Paredes,Sportivo Ameliano,LATERAL,PAR,-0.38,0.24,-0.64,0.62,2.11,-0.93,41.0,52.0,33.0,70.0,87.0,20.0
R. Alborno,Sportivo Luqueño,LATERAL,PAR,-1.9,-1.95,-1.18,-1.12,-1.58,-0.3,9.0,13.0,24.0,24.0,22.0,50.0
M. Benítez,Resistencia,LATERAL,PAR,-0.35,0.05,0.7,-0.03,-0.63,0.49,43.0,46.0,70.0,52.0,43.0,67.0
W. Clar,Tacuary,LATERAL,PAR,-0.59,0.34,-0.16,0.42,1.86,-0.55,35.0,57.0,50.0,63.0,83.0,37.0
M. Espinoza,Libertad,LATERAL,PAR,0.85,1.47,-0.33,0.88,0.02,-0.3,76.0,85.0,43.0,76.0,59.0,52.0
Á. Martínez,Guaireña,LATERAL,PAR,-1.83,-1.44,-1.67,-0.73,-0.52,-1.33,11.0,15.0,11.0,30.0,46.0,7.0
W. Alonso,General Caballero JLM,LATERAL,PAR,-2.36,-1.95,-1.29,0.42,-0.19,-1.01,7.0,11.0,22.0,61.0,54.0,17.0
I. Piris,Libertad,LATERAL,PAR,0.87,0.21,0.38,0.39,-0.43,-1.13,78.0,48.0,67.0,59.0,50.0,13.0
R. Ferreira,Sportivo Luqueño,LATERAL,PAR,0.53,1.78,0.24,1.4,2.35,1.02,65.0,89.0,63.0,91.0,93.0,85.0
R. Cáceres,Guaraní,LATERAL,PAR,-0.45,-2.55,2.31,1.37,0.84,-0.38,37.0,7.0,93.0,89.0,72.0,48.0
J. Saborido,General Caballero JLM,LATERAL,PAR,-0.29,0.67,-0.17,-0.19,-1.13,0.7,46.0,76.0,46.0,48.0,30.0,76.0
F. Román,Nacional Asunción,LATERAL,PAR,0.12,0.6,0.91,1.21,0.28,1.61,59.0,74.0,80.0,85.0,63.0,91.0
F. Zabala,Olimpia,LATERAL,PAR,1.74,-1.0,0.26,0.49,0.3,2.12,89.0,22.0,65.0,65.0,65.0,98.0
S. Mendoza,Sportivo Trinidense,LATERAL,PAR,-0.13,-0.61,0.74,1.11,1.31,-0.78,48.0,33.0,74.0,80.0,76.0,26.0
H. Sylla,Chaves,LATERAL,POR1,-1.45,-0.16,-1.15,-0.05,-1.54,0.06,12.0,46.0,12.0,54.0,14.0,66.0
João Reis,Estrela Amadora,LATERAL,POR1,1.1,2.19,-0.75,-0.88,-1.19,-0.69,79.0,96.0,29.0,27.0,30.0,23.0
MT,Santa Clara,LATERAL,POR1,-0.85,0.32,-1.69,-1.88,-1.52,0.54,30.0,66.0,2.0,12.0,16.0,79.0
Gonçalo Costa,Portimonense,LATERAL,POR1,0.32,-0.05,0.27,0.93,0.77,0.28,61.0,54.0,62.0,77.0,75.0,75.0
Paulo Henrique,Santa Clara,LATERAL,POR1,-0.54,-0.87,-0.63,-0.65,-1.67,-0.6,43.0,27.0,41.0,32.0,11.0,29.0
Leonardo Buta,Gil Vicente,LATERAL,POR1,-0.78,-1.18,-0.81,-2.88,-1.06,0.27,36.0,18.0,25.0,2.0,36.0,73.0
Martín Aguirregabiria,Famalicão,LATERAL,POR1,-1.2,-0.1,-0.7,-0.68,-1.33,-0.94,16.0,50.0,34.0,30.0,25.0,16.0
Lucas Soares,Santa Clara,LATERAL,POR1,-0.78,-0.98,-0.09,-0.42,-0.57,0.81,34.0,23.0,54.0,43.0,46.0,88.0
Pastor,Farense,LATERAL,POR1,-0.62,0.62,-0.9,-1.99,-1.62,-0.66,38.0,70.0,20.0,7.0,12.0,25.0
Fabiano,Moreirense,LATERAL,POR1,-1.17,-0.23,-0.9,-0.09,-1.34,-0.05,18.0,45.0,21.0,50.0,23.0,59.0
Rodrigo Gomes,Estoril,LATERAL,POR1,-2.89,-0.58,-0.72,-2.35,2.47,-0.13,2.0,34.0,30.0,4.0,91.0,54.0
Nuno Sequeira,Pendikspor,LATERAL,POR1,4.07,3.68,1.41,0.93,-1.1,-0.43,100.0,100.0,86.0,75.0,32.0,34.0
Kiki,Ural,LATERAL,POR1,0.14,1.05,0.04,0.48,-1.49,-0.22,55.0,86.0,57.0,61.0,18.0,47.0
B. Milovanov,Arouca,LATERAL,POR1,0.52,1.95,-1.09,-1.13,-2.14,-0.47,68.0,93.0,16.0,21.0,2.0,30.0
Talocha,Farense,LATERAL,POR1,-1.99,-0.53,-1.17,-1.36,-0.94,-1.16,5.0,36.0,11.0,20.0,38.0,7.0
Cláudio Winck,Kasımpaşa,LATERAL,POR1,0.62,-0.25,1.93,1.23,1.98,2.12,73.0,43.0,95.0,84.0,88.0,96.0
João Correia,Chaves,LATERAL,POR1,-1.87,-1.79,-0.66,1.12,-0.32,0.77,7.0,9.0,38.0,82.0,54.0,84.0
Derick Poloni,Eldense,LATERAL,POR1,-1.41,0.1,-1.48,-1.55,-1.44,-0.03,14.0,57.0,7.0,16.0,21.0,61.0
C. Borja,Sporting Braga,LATERAL,POR1,1.91,0.84,1.44,2.16,0.94,-0.33,93.0,79.0,88.0,95.0,77.0,39.0
Igor Julião,Marítimo,LATERAL,POR1,-1.66,-1.15,-0.96,-2.07,-1.25,-0.07,9.0,20.0,18.0,5.0,29.0,57.0
M. Seck,Portimonense,LATERAL,POR1,-1.1,-0.84,-1.61,-1.94,-2.07,-0.3,21.0,30.0,4.0,9.0,4.0,43.0
Zé Carlos,Gil Vicente,LATERAL,POR1,1.25,0.84,-0.88,-1.93,-0.53,-0.44,84.0,80.0,23.0,11.0,50.0,32.0
Tiago Santos,Lille,LATERAL,POR1,0.9,0.49,0.71,-0.89,0.42,2.07,77.0,68.0,73.0,25.0,73.0,95.0
Nélson Monte,Málaga,LATERAL,POR1,-0.07,1.84,-0.51,-1.38,-1.06,-1.48,50.0,89.0,46.0,18.0,34.0,4.0
Joãozinho,Torreense,LATERAL,POR1,-1.15,-1.36,-0.08,-0.06,-1.7,-1.15,20.0,14.0,55.0,52.0,9.0,9.0
João Mário,Porto,LATERAL,POR1,1.17,-0.88,2.13,0.72,1.75,3.4,80.0,25.0,98.0,70.0,84.0,100.0
Antunes,Paços de Ferreira,LATERAL,POR1,-0.53,0.25,0.51,-0.15,-1.46,-0.32,45.0,64.0,70.0,46.0,20.0,41.0
Tomás Silva,Vizela,LATERAL,POR1,0.59,0.75,-0.19,1.73,1.05,-0.39,71.0,73.0,50.0,93.0,79.0,38.0
Ricardo Esgaio,Sporting CP,LATERAL,POR1,0.87,-0.04,0.36,1.7,1.56,-0.78,75.0,55.0,64.0,91.0,82.0,21.0
F. Moufi,Hajduk Split,LATERAL,POR1,-0.62,-0.15,-1.57,-0.47,-0.88,0.24,39.0,48.0,5.0,39.0,41.0,70.0
J. Delgado,Sheffield Wednesday,LATERAL,POR1,0.38,-0.06,1.58,1.34,-1.32,0.52,64.0,52.0,93.0,86.0,27.0,77.0
Matheus Pereira,Vizela,LATERAL,POR1,1.17,0.77,0.99,0.49,-0.3,0.07,82.0,75.0,80.0,62.0,59.0,68.0
Vitor Costa,Marítimo,LATERAL,POR1,0.52,1.95,0.45,0.33,-0.87,-0.19,70.0,95.0,66.0,59.0,43.0,52.0
Carraça,Chaves,LATERAL,POR1,0.42,-0.3,-0.71,0.67,-0.31,-0.97,66.0,41.0,32.0,68.0,55.0,14.0
A. Bah,Benfica,LATERAL,POR1,3.0,1.01,1.55,2.26,1.9,-0.1,98.0,84.0,89.0,98.0,86.0,55.0
Alexandre Penetra,AZ,LATERAL,POR1,-0.93,-0.3,-0.32,1.08,-0.91,-1.62,27.0,39.0,48.0,79.0,39.0,2.0
Tiago Araújo,Estoril,LATERAL,POR1,-1.01,-0.85,-0.14,-0.99,-1.9,0.6,25.0,29.0,52.0,23.0,7.0,80.0
Alejandro Grimaldo,Bayer Leverkusen,LATERAL,POR1,2.75,0.12,2.41,3.98,5.92,0.25,96.0,59.0,100.0,100.0,100.0,71.0
Mateus Quaresma,Arouca,LATERAL,POR1,1.44,1.91,0.7,-0.52,-0.11,0.81,86.0,91.0,71.0,38.0,61.0,86.0
Wendell,Porto,LATERAL,POR1,1.46,-0.68,2.08,0.76,0.31,-0.22,89.0,32.0,96.0,73.0,70.0,47.0
Tiago Esgaio,Arouca,LATERAL,POR1,0.09,0.94,-1.13,-0.55,-0.57,-1.48,54.0,82.0,14.0,36.0,48.0,5.0
Afonso de Freitas,Vitória Guimarães,LATERAL,POR1,-2.69,-2.25,-1.4,-1.63,-1.92,-1.01,4.0,5.0,9.0,14.0,5.0,12.0
Salvador Agra,Boavista,LATERAL,POR1,-1.05,-2.55,-0.75,0.59,2.23,-0.29,23.0,4.0,27.0,64.0,89.0,45.0
Pedro Malheiro,Boavista,LATERAL,POR1,2.27,1.61,0.08,-0.46,-0.31,0.05,95.0,88.0,61.0,41.0,57.0,62.0
Adrián Marín,Sporting Braga,LATERAL,POR1,0.32,0.23,1.13,0.6,0.34,-0.4,62.0,62.0,82.0,66.0,71.0,36.0
Miguel Maga,Vitória Guimarães,LATERAL,POR1,0.04,0.77,-0.68,0.18,0.15,-0.9,52.0,77.0,36.0,57.0,64.0,18.0
Nuno Santos,Sporting CP,LATERAL,POR1,-0.6,-3.04,0.76,1.59,3.12,0.69,41.0,2.0,77.0,88.0,95.0,82.0
Leonardo Lelo,Casa Pia AC,LATERAL,POR1,-1.63,-1.43,-0.62,-0.84,0.29,-0.61,11.0,11.0,43.0,29.0,68.0,27.0
Fábio Ronaldo,Rio Ave,LATERAL,POR1,-0.88,-1.4,-0.53,-0.61,1.18,2.19,29.0,12.0,45.0,34.0,80.0,98.0
B. Onyemaechi,Boavista,LATERAL,POR1,0.16,0.74,0.76,-0.13,-0.36,0.06,59.0,71.0,75.0,48.0,52.0,64.0
Bruno Langa,Chaves,LATERAL,POR1,-0.38,0.14,1.56,0.76,-0.61,1.81,46.0,61.0,91.0,71.0,45.0,91.0
Pepê Aquino,Porto,LATERAL,POR1,-0.33,-2.04,0.78,1.1,3.52,2.01,48.0,7.0,79.0,80.0,96.0,93.0
Víctor Gómez,Sporting Braga,LATERAL,POR1,0.16,-1.06,0.45,1.69,2.82,-1.13,57.0,21.0,68.0,89.0,93.0,11.0
Francisco Moura,Famalicão,LATERAL,POR1,-0.82,-0.4,0.05,-0.15,0.1,-0.81,32.0,38.0,59.0,45.0,62.0,20.0
Costinha,Rio Ave,LATERAL,POR1,1.45,3.66,-0.63,-0.01,0.22,0.94,88.0,98.0,39.0,55.0,66.0,89.0
F. Aursnes,Benfica,LATERAL,POR1,1.91,-1.29,1.31,2.26,4.66,-0.22,91.0,16.0,84.0,96.0,98.0,50.0
Coronas,Leixões,LATERAL,POR2,-1.05,-1.27,-0.58,0.07,0.82,-0.26,17.0,22.0,37.0,56.0,78.0,53.0
Miguel Silva,Oţelul,LATERAL,POR2,2.51,1.36,2.46,0.22,0.54,1.68,97.0,88.0,98.0,58.0,75.0,95.0
Igor Julião,Marítimo,LATERAL,POR2,-1.85,-0.07,-1.53,-1.84,0.48,-0.41,7.0,47.0,8.0,8.0,73.0,42.0
João Oliveira,Feirense,LATERAL,POR2,-0.46,-2.0,-0.31,2.12,4.07,1.12,41.0,14.0,47.0,95.0,97.0,90.0
Sílvio,Vilafranquense,LATERAL,POR2,0.29,-2.63,1.96,-0.57,-1.19,-0.3,68.0,3.0,95.0,31.0,19.0,49.0
Aldair,Paços de Ferreira,LATERAL,POR2,1.22,-0.61,1.85,1.12,0.46,2.52,83.0,31.0,92.0,80.0,69.0,98.0
Diogo Rodrigues,UTA Arad,LATERAL,POR2,-0.88,-0.38,0.19,-0.36,-0.32,0.68,27.0,39.0,59.0,46.0,47.0,83.0
Joel Ferreira,Leixões,LATERAL,POR2,-0.09,1.11,-0.78,-0.88,1.12,-1.0,54.0,78.0,25.0,20.0,83.0,10.0
E. Banguera,Felgueiras 1932,LATERAL,POR2,1.31,1.28,0.28,-0.45,-2.26,-0.08,85.0,86.0,64.0,42.0,3.0,56.0
Antunes,Paços de Ferreira,LATERAL,POR2,-0.21,-0.81,1.33,0.39,-2.05,-0.43,53.0,27.0,86.0,63.0,5.0,41.0
Bruno Silva,Feirense,LATERAL,POR2,3.14,2.63,0.51,-1.36,-1.58,-0.31,100.0,95.0,75.0,14.0,12.0,47.0
Sérgio Conceição,Feirense,LATERAL,POR2,-1.73,-2.89,-1.99,-0.56,-0.33,0.11,10.0,2.0,3.0,36.0,46.0,64.0
Eric Veiga,AVS ,LATERAL,POR2,-0.36,0.29,-1.32,-1.17,-0.12,-0.47,44.0,58.0,12.0,19.0,59.0,37.0
G. Frimpong,Moreirense,LATERAL,POR2,0.13,1.09,-0.58,1.8,1.66,-0.82,61.0,75.0,39.0,92.0,92.0,19.0
Edson Farias,AVS ,LATERAL,POR2,-0.51,1.11,-0.71,0.71,-0.28,1.15,37.0,80.0,32.0,75.0,54.0,92.0
Vitor Costa,Marítimo,LATERAL,POR2,0.55,1.17,0.01,0.53,0.18,-0.76,71.0,83.0,51.0,69.0,66.0,20.0
Lucas Silva,Feirense,LATERAL,POR2,1.52,0.5,1.36,-2.08,-1.1,0.03,88.0,63.0,88.0,7.0,24.0,61.0
Z. Ouattara,União de Leiria,LATERAL,POR2,-1.23,-1.31,-0.79,-2.09,-0.36,-0.62,12.0,19.0,24.0,5.0,42.0,36.0
Samuel Teles,Oţelul,LATERAL,POR2,2.57,2.19,0.92,0.42,1.27,-0.32,98.0,93.0,80.0,66.0,90.0,44.0
Rafael Viegas,Vilaverdense,LATERAL,POR2,-1.96,-2.25,-0.86,-2.44,-1.28,-0.64,5.0,7.0,22.0,3.0,14.0,34.0
João Silva,Penafiel,LATERAL,POR2,-1.07,-0.31,-0.4,-0.76,0.08,0.16,14.0,41.0,42.0,27.0,64.0,68.0
Rúben Freitas,Penafiel,LATERAL,POR2,0.09,-0.43,0.49,-0.31,-1.14,-1.04,56.0,37.0,71.0,49.0,20.0,8.0
Pastor,Farense,LATERAL,POR2,0.9,0.03,-0.15,1.37,1.13,0.37,78.0,49.0,49.0,85.0,85.0,71.0
Tiago André,Trofense,LATERAL,POR2,-1.05,0.1,-1.48,1.71,-1.61,-0.67,15.0,53.0,10.0,90.0,10.0,25.0
Rafael Bandeira,Academico Viseu,LATERAL,POR2,0.14,0.17,-0.39,0.77,1.17,0.45,63.0,54.0,44.0,76.0,86.0,80.0
Pedro Amador,Moreirense,LATERAL,POR2,-0.24,-0.08,0.07,1.27,1.04,-0.69,49.0,46.0,53.0,83.0,81.0,24.0
Miguel Bandarra,Academico Viseu,LATERAL,POR2,-0.47,0.09,0.15,2.1,1.87,-0.91,39.0,51.0,58.0,93.0,93.0,14.0
Diga Almeida,Mafra,LATERAL,POR2,0.15,0.86,-0.75,0.45,-0.55,-0.99,64.0,69.0,29.0,68.0,36.0,12.0
Simão Martins,Swift Hesperange,LATERAL,POR2,-3.2,-1.3,-2.34,-2.96,-2.54,-1.36,2.0,20.0,2.0,2.0,2.0,2.0
João Tomé,Benfica II,LATERAL,POR2,0.86,-0.77,-0.94,-0.5,-0.3,0.71,76.0,29.0,19.0,41.0,51.0,85.0
K. Shinga,Estrela Amadora,LATERAL,POR2,-0.25,-0.44,0.45,-0.57,-0.38,0.41,46.0,34.0,69.0,32.0,41.0,75.0
Tiago Dias,Casa Pia AC,LATERAL,POR2,0.42,0.91,2.67,2.26,0.77,4.24,69.0,71.0,100.0,98.0,76.0,100.0
Keffel Resende,Torreense,LATERAL,POR2,-1.75,-2.17,-1.04,0.29,-0.84,0.54,8.0,12.0,15.0,61.0,32.0,81.0
Filipe Cruz,Benfica II,LATERAL,POR2,-0.55,-2.22,-0.39,-0.16,0.9,-0.2,34.0,10.0,46.0,53.0,80.0,54.0
N. Khacef,Gaziantep,LATERAL,POR2,-0.52,-1.22,0.42,0.56,-0.28,0.4,36.0,24.0,68.0,73.0,53.0,73.0
Léo Alaba,AVS ,LATERAL,POR2,0.09,0.48,-0.6,0.03,-1.65,-0.72,58.0,61.0,34.0,54.0,8.0,22.0
David Bruno,Santa Clara,LATERAL,POR2,0.12,-0.94,0.77,2.19,-0.04,-1.09,59.0,25.0,78.0,97.0,61.0,5.0
João Reis,Estrela Amadora,LATERAL,POR2,0.18,0.62,0.15,-0.26,-0.31,0.41,66.0,66.0,56.0,51.0,49.0,76.0
João Aurélio,Nacional,LATERAL,POR2,-0.37,2.83,0.4,0.28,0.33,-0.65,42.0,98.0,66.0,59.0,68.0,31.0
Gustavo,Nacional,LATERAL,POR2,-2.16,0.94,-1.01,-0.54,4.26,2.3,3.0,73.0,17.0,37.0,98.0,97.0
Simão Rocha,Paços de Ferreira,LATERAL,POR2,0.6,1.53,-0.77,-1.31,-0.52,0.72,73.0,92.0,27.0,15.0,37.0,86.0
Jean Felipe,Estrela Amadora,LATERAL,POR2,-0.96,-2.42,0.64,3.63,5.49,-1.05,20.0,5.0,76.0,100.0,100.0,7.0
Abner,RWD Molenbeek,LATERAL,POR2,-0.22,-1.68,0.99,0.41,-0.9,1.58,51.0,17.0,81.0,64.0,31.0,93.0
Jójó,Paços de Ferreira,LATERAL,POR2,-0.58,0.51,-1.25,-0.77,-1.69,0.13,31.0,64.0,14.0,25.0,7.0,66.0
Simãozinho,Torreense,LATERAL,POR2,0.96,-0.16,2.09,-1.17,0.07,-0.32,80.0,44.0,97.0,17.0,63.0,46.0
João Amorim,Leixões,LATERAL,POR2,-0.62,-0.43,-0.92,-0.57,-1.27,-0.82,29.0,36.0,20.0,34.0,15.0,17.0
Gui Ferreira,Mafra,LATERAL,POR2,0.71,0.63,-1.71,-0.61,-0.91,-0.0,75.0,68.0,7.0,29.0,29.0,59.0
Robinho,Penafiel,LATERAL,POR2,1.92,2.95,0.09,1.56,2.54,1.07,93.0,100.0,54.0,88.0,95.0,88.0
Kazu,UD Oliveirense,LATERAL,POR2,-0.24,-1.97,1.32,-0.35,-1.12,0.34,47.0,15.0,85.0,47.0,22.0,69.0
Tiago Almeida,Tondela,LATERAL,POR2,-0.93,-0.51,-0.6,-1.68,-1.01,-0.06,22.0,32.0,36.0,10.0,27.0,58.0
Henrique Gelain,Leixões,LATERAL,POR2,-0.91,-2.23,1.06,0.86,-0.56,-0.65,24.0,8.0,83.0,78.0,34.0,32.0
Rodrigo Pinheiro,Porto II,LATERAL,POR2,1.71,1.16,1.9,1.25,1.25,0.09,90.0,81.0,93.0,81.0,88.0,63.0
Tiago Manso,CF Os Belenenses,LATERAL,POR2,-1.04,1.1,-1.78,-0.81,-0.2,-0.44,19.0,76.0,5.0,24.0,56.0,39.0
Igor Milioransa,Academico Viseu,LATERAL,POR2,1.17,1.51,1.7,-0.52,-1.25,0.43,81.0,90.0,90.0,39.0,17.0,78.0
João Mendes,Porto II,LATERAL,POR2,1.44,-0.23,0.22,-0.4,0.46,-0.65,86.0,42.0,63.0,44.0,71.0,29.0
Maga,Penafiel,LATERAL,POR2,-0.55,0.32,-0.73,-0.84,-0.44,-0.82,32.0,59.0,31.0,22.0,39.0,15.0
